dt_s,steps,final_position_error_km,max_position_error_km,final_velocity_error_km_s,max_velocity_error_km_s,position_order,velocity_order,max_energy_error,final_energy_error,max_angular_momentum_error,final_angular_momentum_error
60.0,93,15977.880811499112,15977.880811499112,11.312881950692681,11.312881950692681,N/A,N/A,0.36381920855884226,0.36381920855884226,0.2385444204502046,0.2385444204502046
30.0,186,10242.945333050817,10242.945333050817,8.736507679847481,8.736507679847481,0.6414454541966217,0.37283790290362756,0.24212101667361707,0.24212101667361707,0.1465288064844661,0.1465288064844661
15.0,371,5939.759265717929,5939.759265717929,5.701716559003746,5.701716559003746,0.7861542524026432,0.6156603714362608,0.15178780806334097,0.15178780806334097,0.08556911606590904,0.08556911606590904
7.5,741,3214.3105397994414,3214.3105397994414,3.305189629936675,3.305189629936675,0.885895143917233,0.7866632760811053,0.08825023809890468,0.08825023809890468,0.04725970614775652,0.04725970614775652
3.75,1481,1672.891001868455,1672.891001868455,1.7866733984850944,1.7866733984850944,0.9421658680232338,0.8874571106633161,0.04823378563231322,0.04823378563231322,0.025024593850563225,0.025024593850563225
1.875,2962,853.3302110157645,853.3302110157645,0.9298988080028374,0.9298988080028374,0.9711674181285852,0.9421303005846504,0.02531530441761745,0.02531530441761745,0.012903070211429892,0.012903070211429892
